GeneID	UniprotID	Gene_Name	Reviewed	Length
219968	A6NL26	OR5B21	reviewed	309
341418	Q8NGE1	OR6C4	reviewed	309
390892	O76100;A0A126GVC8	OR7A10;OR7A10	reviewed;unreviewed	309;309
26333	O14581;A0A126GVR5	OR7A17;OR7A17	reviewed;unreviewed	309;309
283162	Q96RC9	OR8B4;OR8B4P	reviewed	309
219417	Q8NH10	OR8U1	reviewed	309
504190	P0C7N5	OR8U9	reviewed	309
286187	Q7Z4L9	PPP1R42;LRRC67	reviewed	309
5515	P67775;B3KUN1	PPP2CA;PPP2CA	reviewed;unreviewed	309;309
5544	A0A0G2JNB4	PRB3	unreviewed	309
139596	A8KAF9;Q96BW1;A0A0A0MRR5	RP11-311P8.3;UPRT;UPRT;RP11-311P8.3	unreviewed;reviewed;unreviewed	309;309;281
89765	Q8WYR4	RSPH1;TSA2;TSGA2	reviewed	309
29986	Q9NP94	SLC39A2;ZIP2	reviewed	309
84138	Q96CW6	SLC7A6OS	reviewed	309
374768	Q8N4L4	SPEM1;C17orf83	reviewed	309
259295	P59543	TAS2R20;TAS2R49	reviewed	309
259290	P59538	TAS2R31;TAS2R44	reviewed	309
259289	P59537	TAS2R43	reviewed	309
259292	P59540	TAS2R46	reviewed	309
50836	Q9NYW2	TAS2R8	reviewed	309
80764	Q9BT49	THAP7	reviewed	309
10953	Q15785	TOMM34;URCC3	reviewed	309
56061	O14562	UBFD1;UBPH	reviewed	309
7351	A0A024R5N5;P55851	UCP2;UCP2;SLC25A8	unreviewed;reviewed	309;309
164684	Q6ICG8	WBP2NL;PAWP	reviewed	309
131540	Q8WVZ1	ZDHHC19	reviewed	309
26119	B3KR97;Q5SW96	-;LDLRAP1;ARH	unreviewed;reviewed	308;308
80150	A0A024R573;Q7L266	ASRGL1;ASRGL1;ALP;CRASH	unreviewed;reviewed	308;308
10380	O95861;V9HWF9;B7Z9J7	BPNT1;HEL20;-	reviewed;unreviewed;unreviewed	308;308;253
283600	A0A024R6H7;Q6Q0C1	C14orf68;SLC25A47;C14orf68;HDMCP	unreviewed;reviewed	308;308
387885	A6NFT4	CFAP73;CCDC42B	reviewed	308
11167	Q12841	FSTL1;FRP	reviewed	308
9518	Q99988	GDF15;MIC1;PDF;PLAB;PTGFB	reviewed	308
2967	Q13889;A0A087WYD5	GTF2H3;GTF2H3	reviewed;unreviewed	308;162
3029	Q16775	HAGH;GLO2;HAGH1	reviewed	308
11247	O95158	NXPH4;NPH4	reviewed	308
347468	Q8NG92;A0A126GW70	OR13H1;OR13H1	reviewed;unreviewed	308;308
120776	A0A126GVN9;Q9H210	OR2D2;OR2D2;OR2D1	unreviewed;reviewed	308;308
254879	Q8NHC8	OR2T6;OR2T6P;OR2T9	reviewed	308
390437	Q8IXE1;A0A126GVN4	OR4N5;OR4N5	reviewed;unreviewed	308;308
79296	Q8NGJ3	OR52E1;OR52E1P	reviewed	308
26339	Q8NHB7;A0A126GWC1	OR5K1;OR5K1	reviewed;unreviewed	308;308
343169	Q8NGZ6;A0A126GV68	OR6F1;OR6F1	reviewed;unreviewed	308;308
283159	A0A126GVG6;Q8WZ84	OR8D1;OR8D1;OR8D3	unreviewed;reviewed	308;308
9783	Q9UJD0	RIMS3;KIAA0237	reviewed	308
6236	A0A024R6X0;P55042	RRAD;RRAD;RAD	unreviewed;reviewed	308;308
29115	A0A024R8R0;Q9UHR5	SAP30BP;SAP30BP;HCNGP;HTRG;HTRP	unreviewed;reviewed	308;308
51324	A0A024R5Y1;Q9NZD8	SPG21;SPG21;ACP33	unreviewed;reviewed	308;308
84134	Q969M1	TOMM40L;TOMM40B	reviewed	308
100289087	P0CW01;Q01534;P0CV98;F2Z2I4	TSPY10;TSPY1;TSPY;TSPY3;TSPY10;TSPY3	reviewed;reviewed;reviewed;unreviewed	308;308;308;294
728137	P0CW01;Q01534;P0CV98;F2Z2I4	TSPY10;TSPY1;TSPY;TSPY3;TSPY10;TSPY3	reviewed;reviewed;reviewed;unreviewed	308;308;308;294
7258	Q01534;A4FUW6	TSPY1;TSPY;LOC728395	reviewed;unreviewed	308;221
64591	A6NKD2;A6NGT6	TSPY2;TSPYQ1;TSPY2	reviewed;unreviewed	308;294
728403	P0CW00;A6NGL4	TSPY8;TSPY8	reviewed;unreviewed	308;294
55625	Q9NXF8	ZDHHC7	reviewed	308
29083	Q9P025;Q8N3Z3	-;GTPBP8	unreviewed;reviewed	307;284
7084	Q8IZR3;B4E0Z4;O00142;B4DIW4;A4IF54;A5PLM0;J3QRP0	-;-;TK2;-;TK2;TK2;TK2	unreviewed;unreviewed;reviewed;unreviewed;unreviewed;unreviewed;unreviewed	307;289;265;240;229;216;146
149473	Q8N4L8	CCDC24	reviewed	307
79935	Q9H8S5	CCNP;CNTD2	reviewed	307
8851	Q8N619;Q15078	CDK5R1;CDK5R1;CDK5R;NCK5A	unreviewed;reviewed	307;307
55862	Q9NTX5	ECHDC1	reviewed	307
199870	Q8TAV0	FAM76A	reviewed	307
55340	Q96F15;A0A090N8P9	GIMAP5;IAN4L1;IAN5;IMAP3;IAN4L1	reviewed;unreviewed	307;307
150280	Q8N7B1	HORMAD2	reviewed	307
9957	A0A024R9R4;O14792	HS3ST1;HS3ST1;3OST;3OST1	unreviewed;reviewed	307;307
10089	Q9Y2U2;A0A024R5F5;A0A024R5B0;Q3SYI1	KCNK7;KCNK7;KCNK7;KCNK7	reviewed;unreviewed;unreviewed;unreviewed	307;257;252;252
55379	Q96AG4	LRRC59	reviewed	307
64110	Q9HAY2	MAGEF1	reviewed	307
255275	A6NDP7	MYADML2	reviewed	307
9111	Q13287	NMI	reviewed	307
23057	Q9BZQ4	NMNAT2;C1orf15;KIAA0479	reviewed	307
26529	P58182;A0A126GV87	OR12D2;OR12D2	reviewed;unreviewed	307;307
441933	Q8NGZ3	OR13G1	reviewed	307
124538	P58180;A0A126GWK0	OR4D2;OR4D2	reviewed;unreviewed	307;307
390429	Q8NGD1;A0A126GVT2	OR4N2;OR4N2	reviewed;unreviewed	307;307
219482	Q8NGP4	OR5M3	reviewed	307
219453	Q8NH50	OR8K5	reviewed	307
5531	A0A024R625;P60510	PPP4C;PPP4C;PPP4;PPX	unreviewed;reviewed	307;307
22913	Q53GL6;Q9UKM9	RALY;RALY;HNRPCL2;P542	unreviewed;reviewed	307;306
85508	Q9NQ03	SCRT2	reviewed	307
26984	Q96IW7	SEC22A;SEC22L2	reviewed	307
10478	O43808;B4DU97;B4DP73;F6RTR7	SLC25A17;PMP34;-;-;SLC25A17	reviewed;unreviewed;unreviewed;unreviewed	307;270;234;234
147407	I3L0B8;Q3SY17	SLC25A52;SLC25A52;MCART2	unreviewed;reviewed	307;297
401612	Q5H9E4	SLC25A53;MCART6	reviewed	307
55334	C4N9M8;Q9NUM3;M0QX28;B4DDK0	SLC39A9;SLC39A9;ZIP9;SLC39A9;-	unreviewed;reviewed;unreviewed;unreviewed	307;307;241;189
50839	Q9NYW0	TAS2R10	reviewed	307
259287	P59536	TAS2R41	reviewed	307
399474	Q69YZ2	TMEM200B;TTMB	reviewed	307
7350	P25874;Q4KMT7	UCP1;SLC25A7;UCP;UCP1	reviewed;unreviewed	307;306
7353	Q92890;Q541A5	UFD1;UFD1L;UFD1L;ufd1	reviewed;unreviewed	307;307
51534	Q9NP79;A0A087WY55	VTA1;C6orf55;VTA1;C6orf55	reviewed;unreviewed	307;280
80863	A0A1U9X8D6;Q99946	-;PRRT1;C6orf31;NG5	unreviewed;reviewed	306;306
55347	Q9NUJ1	ABHD10	reviewed	306
64853	Q96BJ3	AIDA;C1orf80	reviewed	306
152137	Q8IVM0	CCDC50;C3orf6	reviewed	306
55816	Q9P104	DOK5;C20orf180	reviewed	306
170575	Q8WWP7;A0A090N8Z4	GIMAP1;IMAP1;IMAP1	reviewed;unreviewed	306;306
3183	P07910	HNRNPC;HNRPC	reviewed	306
753	O15165;A0A7I2V575;A8K6A9;A0A7I2V2E6	LDLRAD4;C18orf1;LDLRAD4;-;LDLRAD4;C18orf1	reviewed;unreviewed;unreviewed;unreviewed	306;259;229;211
116068	Q7Z3D4;A8K613	LYSMD3;LYSMD3	reviewed;unreviewed	306;306
403257	A6NMZ5	OR4C45	reviewed	306
8106	Q86U42	PABPN1;PAB2;PABP2	reviewed	306
5538	P50897	PPT1;CLN1;PPT	reviewed	306
159091	D3DTG4;A0A2R8Y7S4;Q6P4D5;B4DI96;B3KQY3;Q6P187;A0A087WU98	RP3-473B4.1;PABIR3;PABIR3;FAM122C;-;PABIR3;FAM122C;PABIR3	unreviewed;unreviewed;reviewed;unreviewed;unreviewed;unreviewed;unreviewed	306;270;195;185;98;96;79
84154	Q9H7B2	RPF2;BXDC1	reviewed	306
54432	Q9Y548	YIPF1	reviewed	306
90589	Q96I27	ZNF625	reviewed	306
79923	A8K4D1;Q9H9S0	-;NANOG	unreviewed;reviewed	305;305
146722	B4DQD2;J3KS52;Q8TDQ1	-;CD300LF;CD300LF;CD300F;CLM1;IGSF13;IREM1;NKIR	unreviewed;unreviewed;reviewed	305;305;290
200539	Q86SG2	ANKRD23;DARP	reviewed	305
763	P35218	CA5A;CA5	reviewed	305
1018	Q00526	CDK3;CDKN3	reviewed	305
51706	Q9UHQ9	CYB5R1;NQO3A2	reviewed	305
1776	A0A024R365;Q13609	DNASE1L3;DNASE1L3;DHP2;DNAS1L3	unreviewed;reviewed	305;305
1967	Q14232	EIF2B1;EIF2BA	reviewed	305
2824	A0A024RBX1;Q59FD5;A0A024RBV7;Q13491	GPM6B;-;GPM6B;GPM6B;M6B	unreviewed;unreviewed;unreviewed;reviewed	305;280;265;265
353345	Q7Z602	GPR141;PGR13	reviewed	305
10949	Q13151	HNRNPA0;HNRPA0	reviewed	305
57179	A0A024R7Q7;Q96A73;A0A087WT18	KIAA1191;KIAA1191;P33MONOX;KIAA1191	unreviewed;reviewed;unreviewed	305;305;224
126364	Q8N386	LRRC25;MAPA	reviewed	305
51069	Q5T653;C9IY40	MRPL2;MRPL2	reviewed;unreviewed	305;225
81341	Q8NGF6	OR10W1;OR10W1P	reviewed	305
81099	A0A126GWN0;Q8NGA8	OR4F17;OR4F17;OR4F11P;OR4F18;OR4F19	unreviewed;reviewed	305;305
26682	Q96R69	OR4F4	reviewed	305
79501	Q8NH21	OR4F5	reviewed	305
390113	Q8NH49	OR4X1	reviewed	305
219487	Q96RB7;A0A126GVL9	OR5M11;OR5M11	reviewed;unreviewed	305;305
504191	A0A126GVB8	OR9G1	unreviewed	305
390174	Q8NH87	OR9G1;OR9G5	reviewed	305
55670	Q7Z412;A0A024R100;A0A0S2Z5M7;Q7Z2D7	PEX26;PEX26;PEX26;PEX26T35insC;PEX26T35insC/del223-271	reviewed;unreviewed;unreviewed;unreviewed	305;305;256;113
5828	P28328	PEX2;PAF1;PMP3;PMP35;PXMP3;RNF72	reviewed	305
257068	Q0VAA5	PLCXD2	reviewed	305
5537	A0A024R861;O00743	PPP6C;PPP6C;PPP6	unreviewed;reviewed	305;305
378925	Q8N7C7	RNF148	reviewed	305
10921	Q15287;D3DU92;H3BMS0	RNPS1;LDC2;RNPS1;rnps1;RNPS1	reviewed;unreviewed;unreviewed	305;305;257
4990	Q6P051;O95475	SIX6;SIX6;OPTX2;SIX9	unreviewed;reviewed	305;246
80349	Q9GZS3;H0YL19	SKIC8;WDR61;SKIC8	reviewed;unreviewed	305;212
132851	Q8NEY3	SPATA4;TSARG2	reviewed	305
256435	Q8NDV1	ST6GALNAC3;SIAT7C	reviewed	305
8576	O75716;B8ZZI5;B4DPS1	STK16;MPSK1;PKL12;TSF1;STK16;STK16	reviewed;unreviewed;unreviewed	305;273;187
157753	Q96NL1;A0A024R9D4	TMEM74;TMEM74	reviewed;unreviewed	305;305
23554	A0A024R740;O95859	TSPAN12;TSPAN12;NET2;TM4SF12	unreviewed;reviewed	305;305
79768	A0A024R9P5;Q9H079	C15orf29;KATNBL1;C15orf29	unreviewed;reviewed	304;304
339145	A0A1X7SC74;Q6ZTR7	CIBAR2;CIBAR2;FAM92B	unreviewed;reviewed	304;304
1398	P46108;L7RT18;A0A0S2Z3Q4;A0A0S2Z3K9	CRK;CRK;CRK;CRK	reviewed;unreviewed;unreviewed;unreviewed	304;304;304;204
123879	Q8IWE4	DCUN1D3;SCCRO3	reviewed	304
1735	P55073;Q86TU3	DIO3;ITDI3;TXDI3;-	reviewed;unreviewed	304;169
55192	Q9NVM6	DNAJC17	reviewed	304
55211	Q7L190	DPPA4	reviewed	304
56986	Q8N5C7	DTWD1	reviewed	304
170825	Q9BZM3;B2LYG3	GSX2;GSH2;GSX2	reviewed;unreviewed	304;159
51454	Q9UBP9	GULP1;CED6;GULP	reviewed	304
23462	Q9Y5J3;B4DEI9	HEY1;BHLHB31;CHF2;HERP2;HESR1;HRT1;HEY1	reviewed;unreviewed	304;214
3227	O43248	HOXC11;HOX3H	reviewed	304
81621	Q96I82	KAZALD1	reviewed	304
3806	A0A7D4Y6C7;B1N8M6;Q14954	KIR2DS1;KIR2DS1;KIR2DS1;CD158H	unreviewed;unreviewed;reviewed	304;304;304
3808	K7QT50;Q14952	KIR2DS3;KIR2DS3;NKAT7	unreviewed;reviewed	304;304
3809	P43632;A0A0C4ZN05;A0A0C4ZN30;Q8NHJ0;A0A1W2PR63;Q86VI6	KIR2DS4;CD158I;KKA3;NKAT8;KIR2DS4;KIR-2DS4;KIR2DS4;KIR2DS4;-;-	reviewed;unreviewed;unreviewed;unreviewed;unreviewed;unreviewed	304;304;239;232;222;222
3810	A0A7D4Y677;Q14953	KIR2DS5;KIR2DS5;CD158G;NKAT9	unreviewed;reviewed	304;304
4155	P02686;A0A024R384	MBP;MBP	reviewed;unreviewed	304;304
4223	P50222	MEOX2;GAX;MOX2	reviewed	304
9437	A0A0A0MQZ0;O76036;A0A0A0MTU0;A0A0A0MR94	NCR1;NCR1;LY94;NCR1;NCR1	unreviewed;reviewed;unreviewed;unreviewed	304;304;303;287
51070	A0A075B6F9;Q9Y314	NOSIP;NOSIP	unreviewed;reviewed	304;301
56160	Q96MG7	NSMCE3;HCA4;MAGEG1;NDNL2	reviewed	304
390433	Q8NH42;A0A126GVS2	OR4K13;OR4K13	reviewed;unreviewed	304;304
26492	Q6IF36	OR8G2P;OR8G2;OR8G4	reviewed	304
160760	Q8NI37	PPTC7;TAPP2C	reviewed	304
51334	Q569H4	PRR16	reviewed	304
5646	P35030;Q7Z5F4	PRSS3;PRSS4;TRY3;TRY4;-	reviewed;unreviewed	304;261
27246	Q9Y4L5	RNF115;ZNF364	reviewed	304
54557	Q96EQ0	SGTB;SGT2	reviewed	304
284723	Q6PIV7	SLC25A34	reviewed	304
54977	Q96DW6	SLC25A38	reviewed	304
442038	Q6IMI6	SULT1C3	reviewed	304
7035	P10646	TFPI;LACI;TFPI1	reviewed	304
79746	A0A140VKF9;Q96DC8	-;ECHDC3	unreviewed;reviewed	303;303
125061	Q63HM1	AFMID	reviewed	303
481	A3KLL5;P05026	ATP1B1;ATP1B1;ATP1B	unreviewed;reviewed	303;303
1019	P11802;A0A024RBB6	CDK4;CDK4	reviewed;unreviewed	303;303
7122	D3DX19;O00501	CLDN5;CLDN5;AWAL;TMVCF	unreviewed;reviewed	303;218
1399	P46109	CRKL	reviewed	303
1522	Q9UBR2	CTSZ	reviewed	303
84935	Q5VYS4	MEDAG;AWMS3;C13orf33;MEDA4	reviewed	303
4487	P28360	MSX1;HOX7	reviewed	303
23788	Q9Y6C9;B4DHQ0	MTCH2;MIMP;-	reviewed;unreviewed	303;155
84304	Q9BRQ3	NUDT22	reviewed	303
341276	Q9H208	OR10A2;OR10A2P	reviewed	303
119764	Q8NGF9;A0A126GVL5	OR4X2;OR4X2	reviewed;unreviewed	303;303
55825	Q9BY49	PECR;SDR29C1	reviewed	303
29992	Q9UKJ1	PILRA	reviewed	303
126789	Q8N0Z8	PUSL1	reviewed	303
285613	Q8NC24	RELL2;C5orf16	reviewed	303
255488	Q7Z419	RNF144B;IBRDC2;P53RFP	reviewed	303
9117	Q9BRL7;A0A024R2N5;A0A024R2Q1	SEC22C;SEC22L3;SEC22C;SEC22L3;SEC22L3	reviewed;unreviewed;unreviewed	303;303;250
123096	Q8N8R3	SLC25A29;C14orf69;ORNT3	reviewed	303
6678	P09486	SPARC;ON	reviewed	303
10273	Q9UNE7	STUB1;CHIP	reviewed	303
391365	Q6IMI4;A0A0C4DG03	SULT6B1;SULT6B1	reviewed;unreviewed	303;265
9766	Q92537	SUSD6;DRAGO;KIAA0247	reviewed	303
50838	Q9NYV9	TAS2R13	reviewed	303
7008	Q10587	TEF;KIAA1655	reviewed	303
1632	A0A384NKJ3;P42126	-;ECI1;DCI	unreviewed;reviewed	302;302
9374	A0A1U9X8D2;Q9UMR5	-;PPT2	unreviewed;reviewed	302;302
140609	B2R8K8;Q8TDX7	-;NEK7	unreviewed;reviewed	302;302
54784	Q9NXW9	ALKBH4;ABH4	reviewed	302
55435	Q63HQ0;A0A024RDI1	AP1AR;C4orf16;C4orf16	reviewed;unreviewed	302;269
388581	Q5T7M4	C1QTNF12;C1QDC2;CTRP12;FAM132A	reviewed	302
339512	Q86UF4	CCDC190;C1orf110	reviewed	302
9249	O75911	DHRS3;RDH17;SDR16C1	reviewed	302
1774	P49184	DNASE1L1;DNAS1L1;DNL1L	reviewed	302
83475	Q9BU89	DOHH;HLRC1	reviewed	302
81888	F6UJY1;Q5T013;A0A0A0MTR5	HYI;HYI;HYI	unreviewed;reviewed;unreviewed	302;277;272
23308	A0N0L8;O75144;B7Z1W8	ICOSLG;ICOSLG;B7H2;B7RP1;ICOSL;KIAA0653;ICOSLG	unreviewed;reviewed;unreviewed	302;302;217
8609	A0A024R3X8;O75840	KLF7;KLF7;UKLF	unreviewed;reviewed	302;302
63908	A0A087WZQ7;Q9H115	NAPB;NAPB;SNAPB	unreviewed;reviewed	302;298
339983	Q8N9F0	NAT8L;CML3	reviewed	302
401663	A0A126GVH7;Q8NH63	OR51H1;OR51H1;OR51H1P	unreviewed;reviewed	302;302
5309	O75364	PITX3;PTX3	reviewed	302
646817	P0DME0	SETSIP;SETP18	reviewed	302
6723	P19623	SRM;SPS1;SRML1	reviewed	302
27090	A0A024R881;Q9H4F1;A8K7N4	ST6GALNAC4;ST6GALNAC4;SIAT3C;SIAT7D;ST6GALNAC4	unreviewed;reviewed;unreviewed	302;302;218
8614	O76061;Q6FHC9	STC2;STC2	reviewed;unreviewed	302;302
55014	P56962	STX17	reviewed	302
27233	O75897;Q6PD90	SULT1C4;SULT1C2;SULT1C4;SULT1C2	reviewed;unreviewed	302;102
6917	A0A384MTX4;P23193;B7Z4W0	-;TCEA1;GTF2S;TFIIS;-	unreviewed;reviewed;unreviewed	301;301;280
147463	Q8N6D5	ANKRD29	reviewed	301
89872	Q96PS8	AQP10	reviewed	301
161502	Q6P656	CFAP161;C15orf26	reviewed	301
53336	Q8N123	CPXCR1	reviewed	301
54675	Q9UJA2	CRLS1;C20orf155;CLS1	reviewed	301
1727	P00387	CYB5R3;DIA1	reviewed	301
645027	A8MZ36	EVPLL	reviewed	301
84876	A0A024RBT3;Q96D31	FLJ14466;ORAI1;CRACM1;TMEM142A	unreviewed;reviewed	301;301
84868	Q8TDQ0	HAVCR2;TIM3;TIMD3	reviewed	301
3211	P14653	HOXB1;HOX2I	reviewed	301
339291	A6NM36	LRRC30	reviewed	301
137814	A6NCS4	NKX2-6;NKX2F	reviewed	301
282770	Q8NH19;A0A126GVM8	OR10AG1;OR10AG1	reviewed;unreviewed	301;301
5082	Q13371	PDCL;PHLOP1;PhLP1	reviewed	301
10450	Q9UNP9;B3KSZ1	PPIE;CYP33;-	reviewed;unreviewed	301;217
6341	O75880	SCO1;SCOD1	reviewed	301
10166	Q9Y619	SLC25A15;ORC1;ORNT1	reviewed	301
788	O43772	SLC25A20;CAC;CACT	reviewed	301
83884	Q9BXI2	SLC25A2;ORC2;ORNT2	reviewed	301
25870	Q8NBJ7;A0A024RDK8	SUMF2;SUMF2	reviewed;unreviewed	301;213
80231	Q9HAI6	TASL;CXorf21	reviewed	301
54962	Q9BVW5;B4DRF3	TIPIN;-	reviewed;unreviewed	301;200
317703	Q7Z5H5	VN1R4;V1RL4	reviewed	301
54739	Q6GPH4	XAF1;BIRC4BP;XIAPAF1	reviewed	301
122706	B3KVC3;A5LHX3	-;PSMB11	unreviewed;reviewed	300;300
129138	Q6NXT1	ANKRD54;LIAR	reviewed	300
54470	Q7L4S7	ARMCX6	reviewed	300
10109	Q53R19;O15144;A0A024R408	ARPC2;ARPC2;ARC34;ARPC2	unreviewed;reviewed;unreviewed	300;300;186
952	P28907;B4E006	CD38;-	reviewed;unreviewed	300;160
56971	Q7Z692	CEACAM19;CEAL1	reviewed	300
79172	Q9BU64	CENPO;ICEN36;MCM21R	reviewed	300
26298	Q9NZC4	EHF;ESE3;ESE3B;ESEJ	reviewed	300
79176	Q9H469	FBXL15;FBXO37	reviewed	300
2864	O14842	FFAR1;GPR40	reviewed	300
9453	O95749;A0A024R3R2	GGPS1;GGPS1	reviewed;unreviewed	300;300
168537	Q8NHV1;A0A090N8P8	GIMAP7;IAN7;hIAN7;GIMAP7	reviewed;unreviewed	300;300
51170	Q8NBQ5	HSD17B11;DHRS8;PAN1B;SDR16C2	reviewed	300
345275	Q7Z5P4	HSD17B13;SCDR9;SDR16C3	reviewed	300
84549	Q9BXY0	MAK16;RBM13	reviewed	300
115024	Q969T7	NT5C3B;NT5C3L	reviewed	300
148479	Q86YI8;A0A158RFV6	PHF13;SPOC1	reviewed;unreviewed	300;300
65977	Q9HB20	PLEKHA3;FAPP1	reviewed	300
100507650	A8MTL3	RNF212B;C14orf164	reviewed	300
3921	A0A0C4DG17;A0A024R2L6;P08865	RPSA;RPSA;RPSA;LAMBR;LAMR1	unreviewed;unreviewed;reviewed	300;295;295
399512	Q3KQZ1	SLC25A35	reviewed	300
221409	Q496A3	SPATS1	reviewed	300
6834	E5KRX5;Q15526;A0A087WYS9	SURF1;SURF1;SURF-1;SURF1	unreviewed;reviewed;unreviewed	300;300;191
25907	Q8WZ71	TMEM158;HBBP;RIS1	reviewed	300
8771	O95407	TNFRSF6B;DCR3;TR6	reviewed	300
25941	Q68CL5;K7EKC0;A0A087WUC8;A0A087X1R7	TPGS2;C18orf10;TPGS2;TPGS2;TPGS2	reviewed;unreviewed;unreviewed;unreviewed	300;248;232;130
92092	Q96H79	ZC3HAV1L;C7orf39	reviewed	300
440077	Q6ZN79	ZNF705A	reviewed	300
100132396	P0CI00	ZNF705B	reviewed	300
728957	P0CH99	ZNF705D	reviewed	300
100131539	A8MWA4	ZNF705EP;ZNF705E	reviewed	300
100131980	A8MUZ8	ZNF705G	reviewed	300
84688	A0A8I5KRB0;Q8NCR6	C9orf24;SMRP1;C9orf24;CBE1	unreviewed;reviewed	299;262
93661	A0A140VKF6;Q96KX2	CAPZA3;CAPZA3;CAPAA3;GSG3	unreviewed;reviewed	299;299
11314	Q9UGN4;J3QKQ4	CD300A;CMRF35H;IGSF12;CD300A	reviewed;unreviewed	299;169
10428	Q9UEE9;A0A0H5APX3;A0A0H5AUJ9	CFDP1;BCNT;CENP-29;CFDP1;CFDP1	reviewed;unreviewed;unreviewed	299;223;220
9125	Q92600;D5MQE1	CNOT9;RCD1;RQCD1;RQCD1	reviewed;unreviewed	299;299
1406	O43186	CRX;CORD2	reviewed	299
643311	P0C2W7	CT47B1;CT47.13	reviewed	299
1775	Q92874	DNASE1L2;DHP1;DNAS1L2	reviewed	299
60481	A0A024RD35;B3KWH9;Q9NYP7;A0A0A0MTI6	ELOVL5;ELOVL5;ELOVL5;ELOVL2;ELOVL5	unreviewed;unreviewed;reviewed;unreviewed	299;299;299;262
50848	Q6FIB4;Q9Y624	F11R;F11R;JAM1;JCAM	unreviewed;reviewed	299;299
8547	O75636;Q6UXM4;Q6UY50	FCN3;FCNH;HAKA1;FCN3;-	reviewed;unreviewed;unreviewed	299;288;218
100861412	O95073	FSBP	reviewed	299
64096	Q9GZZ7	GFRA4	reviewed	299
9104	V9HWF8;Q15493	HEL-S-41;RGN;SMP30	unreviewed;reviewed	299;299
57407	A0A384P622;Q9HBL8	HSCARG;NMRAL1;HSCARG	unreviewed;reviewed	299;299
219844	A0A024R3K0;Q96M11	HYLS1;HYLS1;HLS	unreviewed;reviewed	299;299
353514	A6NI73	LILRA5;ILT11;LILRB7;LIR9	reviewed	299
54585	Q9NQ48	LZTFL1	reviewed	299
58529	Q9NP98	MYOZ1;MYOZ	reviewed	299
79840	Q9H9Q4	NHEJ1;XLF	reviewed	299
5824	A0A0S2Z497;P40855	PEX19;PEX19;HK33;PXF	unreviewed;reviewed	299;299
11331	Q99623	PHB2;BAP;REA	reviewed	299
5509	Q86X09;O95685	PPP1R3D;PPP1R3D;PPP1R6	unreviewed;reviewed	299;299
10535	O75792	RNASEH2A;RNASEHI;RNHIA	reviewed	299
6309	O75845;A0A024R3G4	SC5D;SC5DL;SC5DL	reviewed;unreviewed	299;299
133383	Q8NE22	SETD9;C5orf35	reviewed	299
137868	Q96LD1;Q08AT0	SGCZ;SGCZ	reviewed;unreviewed	299;265
89874	Q9BQT8	SLC25A21;ODC	reviewed	299
50834	Q9NYW7;Q502V6	TAS2R1;TAS2R1	reviewed;unreviewed	299;299
259294	P59542	TAS2R19;TAS2R23;TAS2R48	reviewed	299
50832	Q9NYW5	TAS2R4	reviewed	299
259291	A0A0J9YXD8	TAS2R43	unreviewed	299
54429	Q9NYW4;Q502V5;A4D1U0	TAS2R5;TAS2R5;TAS2R5	reviewed;unreviewed;unreviewed	299;299;299
259296	P59544	TAS2R50	reviewed	299
6919	Q15560;Q6IB64	TCEA2;TCEA2	reviewed;unreviewed	299;299
79041	Q9H6F2	TMEM38A	reviewed	299
55245	Q9NVA1;Q3KRB6;B7Z314	UQCC1;BZFB;C20orf44;UQCC;UQCC;C20orf44;-	reviewed;unreviewed;unreviewed	299;299;200
374887	A6XGL0;Q6ZT45	YJEFN3;AIBP2;YJEFN3;FLJ44968	reviewed;unreviewed	299;136
563	A0A140VK00;P25311	-;AZGP1;ZAG;ZNGP1	unreviewed;reviewed	298;298
3795	A0A140VJM6;P50053	-;KHK	unreviewed;reviewed	298;298
509	P36542;Q8TAS0;B4DL14	ATP5F1C;ATP5C;ATP5C1;ATP5CL1;-;-	reviewed;unreviewed;unreviewed	298;291;250
79444	Q96CA5	BIRC7;KIAP;LIVIN;MLIAP;RNF50	reviewed	298
64771	A0A024RCW2;Q9H6K1	C6orf106;ILRUN;C6orf106	unreviewed;reviewed	298;298
151871	Q7Z7J5	DPPA2;PESCRG1	reviewed	298
285605	Q8NBA8	DTWD2	reviewed	298
340277	A4D161;A0A024RA57;B8ZZQ8	FAM221A;C7orf46;MGC72075;FAM221A;MGC72075	reviewed;unreviewed;unreviewed	298;262;240
64083	Q9H4A6	GOLPH3;GPP34	reviewed	298
51015	Q96CN7	ISOC1	reviewed	298
58494	P57087	JAM2;C21orf43;VEJAM	reviewed	298
386678	P60412;P60411	KRTAP10-11;KAP10.11;KAP18-11;KRTAP10.11;KRTAP18-11;KRTAP18.11;KRTAP10-9;KAP10.9;KAP18-9;KRTAP10.9;KRTAP18-9;KRTAP18.9	reviewed;reviewed	298;292
389602	Q6ZVM9	LOC389602	unreviewed	298
100287896	Q8TB74	MGC12965	unreviewed	298
6945	Q9UH92	MLX;BHLHD13;TCFL4	reviewed	298
4350	Q1W6H1;P29372	MPG;MPG;AAG;ANPG;MID1	unreviewed;reviewed	298;298
283110	P0C646	OR52Z1P;OR52Z1	reviewed	298
100130613	B1ATL7	PRR32;CXorf64	reviewed	298
28954	O75628	REM1;GES;REM	reviewed	298
